Vehicle, Moves, Counter, Time, Velocity, CVelocity
91,1, 306449, 5078291968.000000, 0.196917, 0.000003
92,1, 52715, 848977152.000000, 1.177888, 0.000019
93,1, 16575, 1321756928.000000, 0.756569, 0.000060
94,1, 1, 859149056.000000, 1.163942, 1.000000
95,1, 57837, 705196032.000000, 1.418045, 0.000017
96,1, 158858, 1598696192.000000, 0.625510, 0.000006
97,1, 18391, 1309705984.000000, 0.763530, 0.000054
98,1, 57836, 702417152.000000, 1.423655, 0.000017
99,1, 1, 855279872.000000, 1.169208, 1.000000
100,1, 364512, 4773005824.000000, 0.209512, 0.000003
101,1, 233100, 4715863808.000000, 0.212050, 0.000004
102,1, 6, 1585687040.000000, 0.630641, 0.166667
103,1, 4, 1440220928.000000, 0.694338, 0.250000
104,1, 389144, 4978102016.000000, 0.200880, 0.000003
105,1, 267049, 4571655936.000000, 0.218739, 0.000004
106,1, 445922, 4769135872.000000, 0.209682, 0.000002
107,1, 318267, 4212454912.000000, 0.237391, 0.000003
108,1, 288065, 4079226880.000000, 0.245144, 0.000003
109,1, 184746, 3830976000.000000, 0.261030, 0.000005
110,1, 1, 675997952.000000, 1.479294, 1.000000
111,1, 1, 750994944.000000, 1.331567, 1.000000
112,1, 1, 657191936.000000, 1.521625, 1.000000
113,1, 164725, 3434315776.000000, 0.291179, 0.000006
114,1, 254512, 3590467072.000000, 0.278515, 0.000004
115,1, 1, 428370944.000000, 2.334425, 1.000000
116,1, 1, 197644032.000000, 5.059601, 1.000000
117,1, 378185, 2628660992.000000, 0.380422, 0.000003
118,1, 2, 192233984.000000, 5.201994, 0.500000
119,1, 1, 188501760.000000, 5.304990, 1.000000
120,1, 1, 202996992.000000, 4.926181, 1.000000
121,1, 293500, 3124578048.000000, 0.320043, 0.000003
122,1, 1, 231954944.000000, 4.311182, 1.000000
123,1, 1, 350216960.000000, 2.855373, 1.000000
124,1, 1, 531492864.000000, 1.881493, 1.000000
125,1, 258562, 2837444864.000000, 0.352430, 0.000004
126,1, 1, 276046080.000000, 3.622584, 1.000000
127,1, 1, 576080896.000000, 1.735867, 1.000000
128,1, 1, 251254016.000000, 3.980036, 1.000000
129,1, 1, 114205184.000000, 8.756170, 1.000000
130,1, 1, 171382016.000000, 5.834918, 1.000000
131,1, 1, 255519232.000000, 3.913600, 1.000000
132,1, 92613, 2472666112.000000, 0.404422, 0.000011
133,1, 1, 162510080.000000, 6.153464, 1.000000
134,1, 193138, 2834937088.000000, 0.352742, 0.000005
135,1, 98182, 2602383872.000000, 0.384263, 0.000010
136,1, 1, 425069056.000000, 2.352559, 1.000000
137,1, 1, 280261888.000000, 3.568091, 1.000000
138,1, 100671, 2354917120.000000, 0.424643, 0.000010
139,1, 1, 369496064.000000, 2.706389, 1.000000
140,1, 122766, 1923749120.000000, 0.519818, 0.000008
141,1, 55948, 1572666112.000000, 0.635863, 0.000018
142,1, 157325, 1584053760.000000, 0.631292, 0.000006
143,1, 55948, 1551758080.000000, 0.644430, 0.000018
144,1, 32731, 1438171136.000000, 0.695328, 0.000031
145,1, 1, 585512192.000000, 1.707906, 1.000000
146,1, 1, 264009216.000000, 3.787747, 1.000000
147,1, 60321, 1576173056.000000, 0.634448, 0.000017
148,1, 351231, 5185444096.000000, 0.192848, 0.000003
149,1, 68867, 1349123072.000000, 0.741222, 0.000015
150,1, 32730, 1378174976.000000, 0.725597, 0.000031
151,1, 81964, 1718480896.000000, 0.581909, 0.000012
152,1, 53150, 1630756096.000000, 0.613212, 0.000019
153,1, 242718, 4697593856.000000, 0.212875, 0.000004
154,1, 1, 152569856.000000, 6.554375, 1.000000
155,1, 106926, 1325200896.000000, 0.754603, 0.000009
156,1, 1, 258096128.000000, 3.874525, 1.000000
157,1, 1, 249068032.000000, 4.014967, 1.000000
158,1, 285482, 4904480000.000000, 0.203895, 0.000004
159,1, 84553, 1392113920.000000, 0.718332, 0.000012
160,1, 1, 181533952.000000, 5.508611, 1.000000
161,1, 34504, 1174473984.000000, 0.851445, 0.000029
162,1, 95986, 1366286080.000000, 0.731911, 0.000010
163,1, 1, 147069184.000000, 6.799521, 1.000000
164,1, 333186, 4521929984.000000, 0.221145, 0.000003
165,1, 1, 429108992.000000, 2.330410, 1.000000
166,1, 1, 251860992.000000, 3.970444, 1.000000
167,1, 62625, 899780864.000000, 1.111382, 0.000016
168,1, 14044, 868120064.000000, 1.151914, 0.000071
169,1, 159369, 3878561024.000000, 0.257828, 0.000006
170,1, 1, 626915072.000000, 1.595112, 1.000000
171,1, 172079, 3652211968.000000, 0.273807, 0.000006
172,1, 1, 367880960.000000, 2.718271, 1.000000
173,1, 1, 435788032.000000, 2.294694, 1.000000
174,1, 1, 339521024.000000, 2.945326, 1.000000
175,1, 153406, 2816574208.000000, 0.355041, 0.000007
176,1, 1, 279151104.000000, 3.582289, 1.000000
177,1, 1, 258816000.000000, 3.863749, 1.000000
178,1, 1, 315778048.000000, 3.166781, 1.000000
179,1, 1, 281671936.000000, 3.550229, 1.000000
180,1, 106156, 2888312064.000000, 0.346223, 0.000009
